,feature,mean,q.05,q.95,type
0,x1,2.0086786295241077,1.8884221054352741,2.107292256868759,pfi
1,x2,2.036837610496176,1.962353182437234,2.0881272830867204,pfi
2,x3,1.9074095556394812,1.8575342651032132,1.9602626493064128,pfi
3,x4,0.0,0.0,0.0,pfi
4,x1,0.5828684050638242,0.5634801561590681,0.6100559991591413,mSAGE
5,x2,0.567180816353716,0.5455784145311651,0.5837530478519606,mSAGE
6,x3,1.0278750165119097,1.0022800750939787,1.0425676280262595,mSAGE
7,x4,-0.01497953286910586,-0.04123283215943639,0.019906585678949363,mSAGE
