sample,i,x1,x2,x3,x4
0,0,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,1,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,2,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,3,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,4,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,5,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,6,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,7,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,8,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,9,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,10,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,11,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,12,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,13,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,14,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,15,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,16,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,17,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,18,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,19,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,20,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,21,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,22,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,23,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,24,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,25,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,26,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,27,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,28,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,29,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,30,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,31,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,32,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,33,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,34,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,35,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,36,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,37,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,38,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
0,39,2.133921942525898,2.0903137243241914,1.9588310415833896,0.0
